PET,category,orig_text
ekonomik,employment/finances,"Avrasya Haber Portalı'nın sorularını yanıtlayan Ercan Bekar, Ukrayna'nın siyasi istikrara kavuşmaya başlamasının, yatırımcılar açısından olumlu bir işaret olduğunu fakat ekonomik krizin etkilerini en sert şekilde yaşayan inşaat sektörü açısından eski elverişli şartlara kısa sürede dönülmesinin mümkün görünmediğini kaydetti. Söyleşinin tamamını, Avrasya Haber Portalı'nda okuyabilirsiniz: http://www.avrasya-haber.net/ukrayna/ercan-bekar-turk-muteahhitlerin-isi-zor"
ekonomik,employment/finances,"Havayolu şirketinden yapılan açıklamada, işten çıkarmaların yanısıra, kabin görevlilerinin ücretlerinin 2 yıl boyunca dondurularak, masrafların azaltılmasının hedeflendiği kaydedildi. Tasarruf kapsamında alınan önlemlerin, yolculara verilecek hizmeti aksatmayacağını belirten British Airways, ekonomik krizden dolayı uzun süredir mali sorunlar yaşıyor. Şirket, geçen mayıs ayında 1987 yılında özelleştirildiğinden bu yanaki en büyük zararını açıklamıştı."
ekonomik,employment/finances,"Dünyanın en büyük cep telefonu üreticisi Nokia, küresel ekonomik krizin cep telefonu endüstrisini olumsuz etkilemesi nedeniyle maliyetleri düşürmek için Finlandiya'nın güneyindeki Jyvaskyla'daki araştırma ve geliştirme fabrikasını kapatacağını ve bu kararın fabrikada çalışan 320 kişiyi etkileyeceğini açıkladı. Nokia, daha önce Finlandiya'nın güneyindeki Salo'da bir fabrikada 2,500 kişinin işine son vereceğini bildirmişti."
ekonomik,employment/finances,"Ukrayna makamları, kalkan balığının Türk balıkçılar tarafından büyük rağbet gördüğünü, bu nedenle, kalkan balığının yumurtlama dönemi olan Mart- Haziran aylarında, çok sayıda Türk balıkçı teknesinin, Karadeniz'in kuzey sahillerine, özellikle Ukrayna'nın münharı ekonomik bölgesine akın ettiğini bildiriyor. Haberin devamı, Avrasya Haber Portalı'nda"
ekonomik,employment/finances,"Yaklaşık 100 işçinin geçen hafta patlayıcılarla birlikte kurduğu barikat, Sanayi Bakanlığı'nın geri adım atması üzerine kaldırıldı. Bakanlığın açıklamasına göre, Carbosulcis maden ocağı kapatılmayacak. Bunun yerine, ekonomik verimliliğinin artırılması için yeni teknolojiyle yenilenecek. Maden ocağında çalışan yaklaşık 500 işçinin işbaşı yapması bekleniyor. Aynı ocakta 1995 yılında yapılan işgal eylemi 100 gün sürmüştü."
ekonomik,employment/finances,"Dış Ekonomik İlişkiler Kurulu'ndan (DEİK) yapılan yazılı açıklamaya göre kurul, 12–15 Şubat 2009 tarihleri arasında Cumhurbaşkanı Abdullah Gül'ün Rusya ve Tataristan ziyareti sırasında Moskova ve Kazan'da ortak toplantılar düzenleyecek. Açıklamada, ""Türkiye'den çok sayıda iş adamının da eşlik edeceği ve Abdullah Gül'ün de yer alacağı toplantılar, sektörel görüşmeler ve yeni işbirliklerinin görüşülmesi için önemli bir platform olacak"" denildi."
ekonomik,employment/finances,"Kanser tedavisi gören 68 yaşındaki Sita Murt'un cenaze töreninin bu akşam Barcelona kentinde yapılacağı bildirildi. İspanya ve Katalonya'nın en büyük moda markalarından biri olan Sita Murt, Madrid ve Barcelona'daki defilelerde her zaman öne çıkan isim olmuştu. Ülkedeki ekonomik krizden etkilenen ve Mayıs 2013'te 6 milyon avro borç ve 9 milyon avro aktif açıklayan Sita Murt, geçen ekim ayında alacaklılarıyla anlaşıp, yeniden yapılanmaya giderek 2015 yılı için yeni bir proje sunmuştu."
ekonomik,employment/finances,"Kral Abdullah'ın , zam kararının ardından dün düzenlenen geniş çaplı protesto gösterileri ve Ürdün halkının tepkisi üzerine bu kararı aldığı ileri sürüldü. Ürdün'de son 3 ay içinde benzine ikinci kez zam yapılması ülke çapında protesto edilmişti. Ülke genelinde düzenlenen gösterilerde Ürdünlüler, art arda gelen zamlar ve artan ekonomik sorunları gerekçe göstererek Başbakan Fayiz Taravine'nin  istifasını istemişti."
ekonomik,employment/finances,"Altın fiyatları Çin'den gelen zayıf ekonomik veriler ve ABD'de Fed'in faiz artışını erteleyeceği beklentilerinin artması üzerine üç buçuk ayın zirvesine yakın bir seyir izledi. Spot altının ons fiyatı 1,183.21 dolarda yatay seyrederken, geçtiğimiz dört seansı yükselişle kapatmıştı. NTV Para'nın haberine göre, altın Salı günü 1,190 dolara kadar yükselerek 22 Haziran'dan bu yana en yüksek seviyeyi görmüştü."
ekonomik,employment/finances,"Jokey Kulübü’nden yapılan açıklamada, Şirinyer Hipodromu’nda koşulması gereken yarışların, eylem nedeniyle gerçekleştirilemediği, İzmir Komiserler Kurulu kararı ile At Yarışları Yönetmeliği’nin 9/c maddesi gereğince ileri bir tarihe ertelendiği bildirildi. Ancak ertelemenin nedeninin, seyislerin ekonomik iyileştirme taleplerinin kabul görmemesi olarak gösterildi. Seyisler, İzmir’deki yarışlar için koşacak atları piste çıkarmama kararı aldı."
ekonomik,employment/finances,"AKP Genel Merkezi'nde gerçekleştirilen toplantı saat 11.45'te başladı. Toplantıda Başbakan Erdoğan'ın  önceki hafta gerçekleştirdiği Arap Baharı kapsamındaki Libya, Tunus ve Mısır ziyaretlerine ilişkin bilgiler vermesi bekleniyor. Ayrıca Erdoğan'ın bugün BM Genel Kurulu'na katılım sağlamak üzere gerçekleştireceği ABD ziyaretinin de yine toplantıda gündeme gelmesi öngörülüyor. Toplantıda ayrıca yeni Anayasa çalışmaları, ekonomi istihdam paketi ve ekonomik eylem planının da görüşülmesi bekleniyor."
ekonomik,employment/finances,"İstanbul Kongre Merkezi'nde Devlet Planlama Teşkilatı (DPT) Müsteşarı Kemal Madenoğlu'nun  başkanlığında gerçekleştirilen oturumun öğleden önceki bölümünde, İKT üyesi ülkeler ile birlikte dünyadaki ekonomik gelişmeler değerlendirilirken, İKT'nin 10 yıllık eylem programı ile İKT üyesi ülkeler arasında ekonomik ve ticari işbirliğinin geliştirilmesine ilişkin eylem planının uygulanması gözden geçirildi. Toplantının açılışı, 7 Ekim'de Cumhurbaşkanı Gül tarafından yapılacak."
ekonomik,employment/finances,"Başbakanlık Doğu ve Güneydoğu Eylem Planı, Devlet Planlama Teşkilatı tarafından yayınlanmış en son ilçe bazındaki sosyo-ekonomik gelişmişlik kriterleri, ilçelerin sağlık göstergeleri ile coğrafi konumları dikkate alınarak hazırlanan 2011 yılı planı ile devlet, 17 bin 283 sözleşmeli sağlık personeli çalıştıracak. Sözleşmeli personel istihdam edilecek hizmet birimleri ve personel sayıları, resmi gazetenin bugünkü sayısında yayımlandı."
ekonomik,employment/finances,"Ankaralı Akın Karanfil, 1994 ekonomik kriz ve döviz kurlarındaki değişikliklerini gerekçe göstererek, 1992 yılında bir banka ile imzaladığı kredi kontratındaki geri ödeme koşullarının iyileştirilmesi talebiyle başlattığı yargı sürecinin ancak 2006 yılında sonuçlanması nedeniyle AİHM'ye yaptığı şikayete ilişkin açılan davada Türkiye haksız bulundu. Bunun üzerine AİHM, adil yargılanma hakkının ihlal edildiğine hükmederek Karanfil'e 8 bin 400 Avro manevi tazminata ödemesine karar verdi."
ekonomik,employment/finances,"Rum kaynaklardan edinilen bilgiye göre, Kasulidis, Kıbrıs'taki BM yetkililerine, ""Daha fazla Suriyeli mülteciyi kabul etmemiz söz konusu olamaz"" dedi. Kasulidis, ""nüfusun Türkiyeli yerleşikler tarafından bozulmuş olmasını ve ekonomik krizi"" kararına gerekçe olarak ileri sürdü."
ekonomik,employment/finances,"Monti, ABD'de katıldığı bir konferansta yaptığı konuşmada, ekonomik zorlukların AB'yi bazı yapısal sorunları ile yüzleştirdiğini ve bunların çözümüne zorladığını belirtti. İtalya Başbakanı, ""AB, krizleri yönetmek amacıyla kurulmadı. İnanıyorum ki bu makinede bir güncellemeye şahit olmaktayız"" diye konuştu. Birlikten ayrılan değil, ona dahil olan ülkeler gördüğünü belirten Monti, AB ve Avro Bölgesi'nin gelecek yıllarda büyüyeceğini öngördüğünü söyledi."
ekonomik,employment/finances,"Maliye Bakanlığı'ndan yapılan açıklamaya göre, Maliye Bakanı Evangelos Venizelos, Avro Grubu Başkanı Jean-Claude Juncker, AB Komisyonunun ekonomik ve parasal işlerden sorumlu üyesi Olli Rehn Ve Almanya Maliye Bakanı Wolfgang Schaeuble ile yaptığı telefon görüşmesinde, refarandum planından vazgeçtiklerini aktardı. Açıklamada, ""Venizelos, muhataplarını referandum yapılmayacağı kararı konusunda bilgilendirdi"" denildi."
ekonomik,employment/finances,"OECD güncelleştirilmiş raporunda, AB'nin krize karşı alınacak önlemleri daha açık bir şekilde açıklama ihtiyacında olduğu bildirildi. Fransa'nın Cannes kentinde 3-4 Kasımda yapılacak G-20 zirvesinden önce açıklanan OECD raporunda, Avro Bölgesinde bu yıl yüzde 1.6 olan ekonomik büyümenin gelecek yıl yüzde 0.3 civarında olacağı tahmininde bulunuldu. Raporda, AB'nin geçen hafta krize karşı ilan ettiği önlemler konusunda daha detaylı bilgiye gereksinim olduğu uyarısı yapıldı."
ekonomik,employment/finances,"Cumhurbaşkanlığı Basın Merkezi'nden yapılan yazılı açıklamaya göre Gül, 6357 sayılı ""Türkiye Cumhuriyeti Tarım ve Köyişleri Bakanlığı ile Moldova Cumhuriyeti Tarım ve Gıda Endüstrisi Bakanlığı Arasında Tarım Alanında Ekonomik, Bilimsel ve Teknik Konularda İşbirliği Anlaşmasının Onaylanmasının Uygun Bulunduğuna Dair Kanun"", 6358 sayılı ""EXPO 2016 Antalya Kanunu"", 6359 sayılı ""Kamu İhale Kanununda Değişiklik Yapılması Hakkında Kanun""u, yayımlanmak üzere Başbakanlığa gönderdi."
ekonomik,employment/finances,"Norveç'te bir gazete tarafından yaptırılan kamuoyu araştırmasına göre, bir yıl içinde Norveçliler arasında AB'ye karşı olanların sayısı yüzde 10 artarak yüzde 60'a yükseldi. Araştırmada, her dört kişiden birinin Avrupa Birliği'ne katılıma onay verdiği belirtildi. Norveç'te daha önce yapılan referandumlarda da AB'ye katılıma karşı çıkan halkın bu yaklaşımında, birlik içindeki ekonomik durumun etkili olduğu kaydediliyor."
ekonomik,employment/finances,"AB Komisyonu Başkanı Jose Manuel Barroso, AB-Rusya zirvesinin düzenlendiği Fransa'nın Nis kentinde Rusya Devlet Başkanı Dimitri Medvedev ve Fransa Cumhurbaşkanı Nicolas Sarkozy ile bir araya geldi. Barroso yaptığı açıklamada; müzakerelerin, istikrarın artırılması için yeniden başlatıldığını söyledi. Daha fazla ekonomik bütünleşme ile güvenlik ve adalet konularında işbirliğinin sağlanmasının hedeflendiği AB-Rusya ortaklık müzakerelerine geçen yıl başlanmıştı."
ekonomik,employment/finances,"Arnavutluk Başbakanı Sali Berişa yayımladığı yeni yıl mesajında, 2008'de NATO'ya üyelik davetini sağladıklarını, böylece ülkenin ""kendi ailesine geri döndüğünü"" kaydetti. Berişa, 2008'de ekonomik reformları da başarıyla uyguladıklarını belirtti. Başbakan Berişa, ""2008'de sağladığımız başarılarla 2009 yılının bizim için büyük bir yıl olacağını ümit ediyorum. 2009'da Arnavutluk'un NATO'ya üyeliğinin gerçekleşeceğini, AB üyeliğine aday statüsü kazanacağımızı umuyorum"" dedi."
ekonomik,employment/finances,"Bölgede bulunan al-Thawra kasabasını ele geçirdikten sonra Tabka barajına giriş çıkışları tutmaya başlayan muhaliflerden gelen açıklamada tek korkunun Suriye ordusunun barajı bombalama ihtimali olduğu belirtildi. Tabka Barajı, Suriye'nin en önemli can damarlarından bir tanesi ve 880 mwt enerji üretiyor. Bu darbe, Suriye'deki iç savaşın başından beri Esad'a  vurulan en büyük ekonomik darbe olarak yorumlanıyor."
ekonomik,employment/finances,"El Arabiya’nın haberine göre, beş aydır maaşlarını alamayan ve çoğunluğu yabancılardan oluşan işçiler olayı protesto amacıyla şirkete ait otobüsleri yaktı. Suudi Arabistan’da yaşanan ekonomik kriz Bin Ladin Grubu’nu da vurmuş ve şirket son aylarda 50 bin kişiyi işten çıkarmıştı."
ekonomik,employment/finances,Yeni statünün Şampiyonlar Ligi'nin 'kapalı bir lige' çevireceğini sunan federasyonlar 2018 ile 2021 yılları arasında uygulanacağı açıklanan bu yöntemin ülke liglerine olumsuz etki yapacağını savundu. Yeni statüyle birlikte Avrupa'nın büyük kulüpleriyle diğer takımlar arasındaki ekonomik farkın daha da artacağını belirten federasyonlar bu uygulamanın Şampiyonlar Ligi'nin sonunu getirebileceğini belirterek gözden geçirilmesini talep etti.
ekonomik,employment/finances,"Çongçing Kültür Mirasları ve Arkeoloji Enstitüsü, Yangzı nehrinin yanındaki Maanşan bölgesinde Han Hanedanlığı (MÖ. 202-MS. 220) dönemine ait antik mezarların bulunduğunu duyurdu. Mezarlarda 430'dan fazla seramik, bronz ve demir eşya olduğu açıklandı. Kalıntıların, dönemin mezar adetleri ile Han Hanedanlığı'nın sosyo-ekonomik durumunun anlaşılması açısından önemi olduğuna dikkati çekildi."
ekonomik,employment/finances,"""Uzun Yürüyüş-2D"" taşıyıcı roketiyle yörüngeye yollanan uydunun, başta bilimsel araştırmalar olmak üzere, toprak kaynaklarının tespiti ve haritalandırma gibi alanlarda bilgi sağlama amaçlı kullanılacağı ifade edildi. Uydudan sağlanması planlanan verilerin, Çin'in bilim araştırmaları ve ekonomik yapılanması adına etkin rol oynayacağı belirtildi."
ekonomik,employment/finances,"Belediye başkan adayları tanıtım programı çerçevesinde Van'daki AKP İl Teşkilatının önünde konuşma yapan Milli Eğitim Bakanı Hüseyin Çelik' e bir esnaf işlerinin kötüye gittiği gerekçesiyle ayakkabı fırlatmak istedi. Partililerin müdahale etmesi üzerine protesto girişimi sonuçsuz kalan kişi gözaltına alındı. Emniyet Müdürlüğü'nde sorgulanan kişinin ayakkabı tamirciliği yapan Çetin İşik olduğu, ekonomik krizden dolayı işlerinin kötüye gitmesi nedeniyle böyle bir protestoda bulunduğu öğrenildi."
ekonomik,employment/finances,"Çin'in Luohe kentinde yaşayan 18 aylık Kang Mengru adlı küçük bebek büyük bir dram yaşıyor. Doğum sürecinde Kang Mengru'nun ikiz kardeşi, karnında büyüdü. Doğumdan sonra bebeğin karnının şiş olduğunu fark eden aile doktora gitti. Hastanede minik bebeğin karnında ölü bir beden olduğu fark edildi. Kang Mengru adlı küçük kızın yaşaması için acilen ameliyat edilmesi gerekiyor. Ancak ailesi ekonomik zorluk yaşadığı için ameliyat gecikiyor."
engelli,physical/mental attributes,"Bayburt Valiliği’nden yapılan açıklamaya göre, il genelinde etkili olan yoğun kar yağışı nedeniyle ilk ve orta eğitim kurumlarında eğitime bir gün ara verildi. Açıklamada, engelli ve hamile kamu çalışanlarının da bir gün izinli sayılacağı belirtildi. Bitlis kar altında: 210 köy yolu ulaşıma kapandı, eğitime ara verildi"
engelli,physical/mental attributes,"Zihinsel engelli kızın annesi, olaya ilişkin yaptığı açıklamada; ""Şoför de kızımı alıyor üç hafta üst üste aynı yere götürüp tecavüz ediyor. Olay 30 Ocak'ta meydana gelmiş. Bizim yeni haberimiz oldu ve suç duyurusunda bulunduk. Doktor raporlarında her şey çıktı"" dedi."
engelli,physical/mental attributes,"Hilvan'da yaşayan zihinsel engelli 15 yaşındaki M.H.'nin tecavüze uğradığını belirten yakınlarının şikayeti üzerine güvenlik güçlerince soruşturma başlatıldı. Yürütülen soruşturmada engelli kıza tecavüz ettiği iddiasıyla Cahit S., Orhan H. ve Vedat S. gözaltına alındı. Şüpheliler, ifadeleri alındıktan sonra çıkarıldıkları nöbetçi mahkemece tutuklanırken, sanıkların davasının ise güvenlik nedeniyle Hilvan yerine Siverek ilçesinde görüleceği bildirildi."
engelli,physical/mental attributes,"Yunan devlet televizyonun konşan Rum bakan, ""Hiçbir şey değişmemişken onay veremeyiz. Müzakere başlıklarının açılmasına izin vermeyiz"" dedi. Türkiye'nin limanlarını ve havaalanlarını kendi gemileri ve uçaklarına açmasını isteyen Rumlar, 23 ve 24 numaralı fasılların müzakerelere açılmasını engelliyor."
engelli,physical/mental attributes,"Kütahya Valiliği tarafından yapılan yazılı açıklamada, yoğun kar yağışı nedeniyle 05 Ocak 2015 tarihinde il merkezindeki tüm ilk ve orta öğretim okullarında eğitime 1 gün süreyle ara verildiği belirtildi. Açıklamada ayrıca, Kütahya ilinde görev yapan tüm engelli çalışanların da izinli sayılacağı kaydedildi."
engelli,physical/mental attributes,"Bolu Valiliği yoğun kar yağışının devam etmesi üzerine yarın il genelinde ilk ve orta dereceli okulları bir gün süreyle tatil etti. Ayrıca, kamu kurum ve kuruluşlarında çalışan engelli ve hamile çalışanlar yarın (Salı) idari izinli sayılacaklar."
engelli,physical/mental attributes,"Sergide aralarında sanatçı, ressam, sporcu, yazar ve gazetecilerin de yer aldığı çok sayadı ünlü ismin, engelli hayvanlarla birlikte çektirdikleri fotoğraflar yer aldı. Engelli balet Memet Sefa Öztürk’ün özel dans gösterisi de yaptığı etkinlikte, her fotoğraf, elde edilen gelirin barınaklara bağışlanması şartıyla beş paket mama karşılığında satıldı."
